status,tagline,title,vote_average,vote_count
Released,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",My Girl,7,428
Released,A love story.,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
Released,Every dream has a price.,Wall Street,7,546
Released,Lose your heart and come to your senses.,Sense and Sensibility,7.2,352
Released,Her own life is her greatest inspiration.,Becoming Jane,6.9,317
Released,Freshman year is no fairytale,Sydney White,6,236
Released,Some dreams can't be shared.,House of Sand and Fog,7,199
Released,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,8.1,2705
Released,"What the one doesn't have, the other is missing.",Dumb and Dumber,6.5,1859
Released,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,7.3,950
Released,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.",The Verdict,7.4,131
Released,The greatest college tradition of all.,Road Trip,5.9,542
Released,It takes a hero to know what's worth winning.,Varsity Blues,6,122
Released,A Breath Of Fresh Vintage Air,The Artist,7.3,1049
Released,Evil will do anything to live.,The Unborn,4.8,365
Released,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,Moonrise Kingdom,7.6,1662
Released,What you know about fear... doesn't even come close.,The Texas Chainsaw Massacre: The Beginning,5.9,402
Released,"Before he was the savior, he was a child.",The Young Messiah,6.4,30
Released,He can get into any disguise... getting out is another story.,The Master of Disguise,3.7,78
Released,The Smart One Isn't Wearing Any Pants.,See Spot Run,4.8,44
Released,Just a Baby Boy.,Baby Boy,7.4,55
Released,"2,000 colleges. 8 million roommates. Which one will you get?",The Roommate,5.3,224
Released,He Came. He Cleaned. He Conquered.,Joe Dirt,5.5,242
Released,Two brothers separated by the violence. Now together in a mission of revenge.,Double Impact,5.3,215
Released,Big cops. Small town. Moderate violence.,Hot Fuzz,7.4,2199
Released,,The Women,4.6,96
Released,Life is the ultimate work of art,Vicky Cristina Barcelona,6.7,1020
Released,Warning: Sex Changes Everything,Boys and Girls,5.4,103
Released,,White Oleander,7.2,108
Released,She's evil... and not just high school evil.,Jennifer's Body,5.3,837
Released,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't.",Drowning Mona,5.4,43
Released,,Radio Days,7,127
Released,Live in the moments.,Remember Me,6.9,948
Released,Rule #1 There are no rules.,How to Deal,5.7,42
Released,Man's closest encounter.,My Stepmother is an Alien,5.3,131
Released,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,988
Released,Question reality. You can go there even though it doesn't exist.,The Thirteenth Floor,6.8,378
Released,"This summer, get your grill on!",The Cookout,4.6,10
Released,There's No Place On Earth To Hide!,Meteor,5.1,36
Released,Six littles souls in search of a little harmony.,Duets,5.5,34
Released,It's going to be a shot in the dark!,Hollywood Ending,6.4,113
Released,Kiss The Rules Goodbye.,Detroit Rock City,6.7,100
Released,There can be only one.,Highlander,6.8,624
Released,Hope comes with letting go.,Things We Lost in the Fire,6.7,90
Released,Heroes don't come any bigger.,Steel,4.3,48
Released,,The Immigrant,6.2,250
Released,,The White Countess,6.9,21
Released,Don't be a hero.,Trance,6.5,956
Released,Announcing the arrival of the first airline with soul.,Soul Plane,4.7,108
Released,Anything that makes people happy can't be bad can it?,Good,6.3,29
Released,,Enter the Void,7.2,387
Released,Dating Sucks,Vamps,4.8,91
Released,"A true story of faith, devotion and undying love.",Hachi: A Dog's Tale,7.7,1717
Released,,Zulu,6.7,172
Released,,The Homesman,6.4,258
Released,,Juwanna Mann,4.2,20
Released,,Ararat,5.7,16
Released,A town's future is riding with one man.,Madison,5.3,3
Released,The truth is just a trick of light.,Slow Burn,5.5,16
Released,Horror Has A New Face,Slither,6.3,317
Released,The Heat Is On!,Beverly Hills Cop,6.8,961
Released,A Family Comedy Without the Family.,Home Alone,7.1,2414
Released,What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.,Tootsie,6.9,421
Released,Up there with the best of the best.,Top Gun,6.7,1698
Released,Look closer.,American Beauty,7.9,3313
Released,Find your voice.,The King's Speech,7.6,2752
Released,Only their mother can tell them apart.,Twins,5.7,559
Released,,The Yellow Handkerchief,6.4,52
Released,It's about life. It's about love. It's about us.,The Color Purple,7.7,338
Released,The true enigma was the man who cracked the code.,The Imitation Game,8,5723
Released,,Private Benjamin,6,102
Released,She was married at 13. She had four kids by the time she was 20. She's been hungry and poor. She's been loved and cheated on. She became a singer because it was the only thing she could do. She became a star because it was the only way she could do it.,Coal Miner's Daughter,7.2,67
Released,"It's not a diary, it's a movie.",Diary of a Wimpy Kid,5.9,355
Released,A Mother's Love is Forever,Mama,6,1401
Released,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,National Lampoon's Vacation,7.1,410
Released,Real people. Real reactions. Real messed up.,Bad Grandpa,6,680
Released,Our Leaders. Ourselves.,The Queen,6.8,338
Released,He's guaranteed to put some life in your afterlife.,Beetlejuice,7.1,1444
Released,Because we complete each other's sentences.,Why Did I Get Married?,6.1,33
Released,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Little Women,7,215
Released,What did they see?,The Woman in Black,6.1,1206
Released,"Whatever You Do, Don't Answer The Phone.",When a Stranger Calls,5.4,268
Released,The truth is never overrated,Big Fat Liar,5.6,197
Released,One of the most important and powerful films of all time!,The Deer Hunter,7.8,921
Released,"A comedy about truth, justice and other special effects.",Wag the Dog,6.7,270
Released,The only risk in taking an adventure is not taking it at all.,The Lizzie McGuire Movie,5.7,280
Released,How far would you go to save your son?,Snitch,5.8,1138
Released,You don't want to be on his list.,Krampus,5.9,584
Released,Take me to your teacher.,The Faculty,6.2,492
Released,Who needs a heart when a heart can be broken?,What's Love Got to Do with It,6.9,72
Released,No One Is Above The Law.,Cop Land,6.6,382
Released,They served you Breakfast. They gave you Pie. Now we�۪re gonna stuff your face.,Not Another Teen Movie,5.5,431
Released,Every moment of your life they stand watch,End of Watch,7.2,1170
Released,Getting in is easy. Getting out is a killer.,The Skulls,5.8,156
Released,His Mind Changed Our World. Her Love Changed His.,The Theory of Everything,7.8,3311
Released,,Malibu's Most Wanted,4.7,77
Released,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,6.9,155
Released,,Lawrence of Arabia,7.8,851
Released,Family Is Forever,Halloween II,5.1,267
Released,,Wild,7,951
Released,"If someone hurt someone you love, how far would you go to get revenge?",The Last House on the Left,6.2,440
Released,Love doesn't come cheap.,The Wedding Date,6.2,230
Released,Evil finds its way home,Halloween: Resurrection,4.5,228
Released,It's as real as the feelings you feel.,The Princess Bride,7.6,1486
Released,"When the nation was in need, he inspired them to give us hope.",The Great Debaters,6.9,151
Released,There are no clean getaways.,Drive,7.4,3725
Released,She's making a scene over everything.,Confessions of a Teenage Drama Queen,5.1,221
Released,Sometimes The Most Desirable Relationship Is The One You Can't Have,The Object of My Affection,5.6,72
Released,When days turn to weeks... the horror returns.,28 Weeks Later,6.5,1197
Released,"Its Not How Hard You Fall, Its How You Get Back Up",When the Game Stands Tall,6.3,130
Released,Discover what happens when you go looking for a miracle and a miracle comes looking for you.,Because of Winn-Dixie,6.1,61
Released,All's fair in love and basketball.,Love & Basketball,7.4,88
Released,Even a hit man deserves a second shot.,Grosse Pointe Blank,6.9,275
Released,A Comedy That Clings,All About Steve,4.7,295
Released,Evil Doesn't Die.,Book of Shadows: Blair Witch 2,4.3,212
Released,Welcome to the witching hour.,The Craft,6.3,380
Released,Passion Temptation Obsession,Match Point,7.3,1105
Released,A Little Sister Goes A Long Way.,Ramona and Beezus,6.1,245
Released,Diamond in the Rough,The Remains of the Day,7.5,202
Released,"The life of a dreamer, the days of a business, and the nights in between.",Boogie Nights,7.5,796
Released,"When the law can't protect the innocent,  the only hero left is an outlaw.",Nowhere to Run,5.5,119
Released,,Flicka,6.1,52
Released,Help isn't coming.,The Hills Have Eyes 2,5.2,351
Released,Legends Never Die.,Urban Legends: Final Cut,4.4,100
Released,"If you could choose to live forever, would you?",Tuck Everlasting,6.4,128
Released,War is Fine But The Fight Continues,The Marine,5,163
Released,"Kitten, please.",Keanu,6,421
Released,It doesn't matter where you've been as long as you come back strong.,Country Strong,5.9,80
Released,In Cradle Bay it doesn�۪t matter if you�۪re not perfect.  You will be.,Disturbing Behavior,5.5,104
Released,If you ride like lightning you're gonna crash like thunder,The Place Beyond the Pines,6.8,1653
Released,A spy is never out of the game.,The November Man,6,639
Released,Obsession is in the eye of the beholder.,Eye of the Beholder,5.3,42
Released,You'll know when you're in it.,The Hurt Locker,7.2,1840
Released,Will she have the power... to survive?,Firestarter,5.9,173
Released,In America you're on your own.,Killing Them Softly,5.8,742
Released,,A Most Wanted Man,6.5,541
Released,A touching story of a young man who desperately wants to make his daddy proud.,Freddy Got Fingered,4.6,115
Released,,VeggieTales: The Pirates Who Don't Do Anything,5.9,25
Released,Hear See Experience,U2 3D,6.7,10
Released,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",Highlander: Endgame,4.4,104
Released,,Idlewild,5.1,17
Released,Twenty years. Two people.,One Day,7,978
Released,Be Your Own Hero,Whip It,6.7,357
Released,"If they don't finish the job, their fathers will finish them.",Knockaround Guys,5.9,97
Released,It's not about the money. It's about the money.,Confidence,6.4,126
Released,In Goddess we trust.,The Muse,5.3,31
Released,,De-Lovely,6.3,32
Released,"One city, three stories tall.",New York Stories,6.2,64
Released,,Barney's Great Adventure,2.9,8
Released,You can't spell Kung Fu without F and U!,The Man with the Iron Fists,5.2,358
Released,A long shot romance in a short order world.,Home Fries,4.8,32
Released,,Here On Earth,5.4,48
Released,It's only a state of mind.,Brazil,7.5,861
Released,Don't Hold Back ...Don't Give Up.,Raise Your Voice,6,211
Released,Times like these call for a Big Lebowski.,The Big Lebowski,7.8,2926
Released,To save his soul he must save hers.,Black Snake Moan,6.6,243
Released,"1992, L.A is at boiling point. One cop's turning up the heat",Dark Blue,6.5,85
Released,One woman dared to keep hope alive,A Mighty Heart,6.7,95
Released,How low will they go to get the girls of their dreams?,Whatever It Takes,5,37
Released,"... once you're on, you'll want to get off...",Boat Trip,4.7,146
Released,Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.,The Importance of Being Earnest,6.7,127
Released,A letter from the past would change their future forever.,The Love Letter,4.7,3
Released,It's time to stand up for the little guys.,Hoot,5.5,44
Released,Shoot first. Sightsee later.,In Bruges,7.4,1388
Released,,Peeples,5.6,26
Released,Opportunity rocks.,The Rocker,5.6,156
Released,A Pre-Life Crisis.,Post Grad,5,100
Released,What's your price?,Promised Land,6,243
Released,A new comedy,Whatever Works,6.8,350
Released,What would you do to get in?,The In Crowd,4.7,15
Released,Nobody is beyond redemption.,The Three Burials of Melquiades Estrada,7,177
Released,"When all hope was lost, he invented it.",Jakob the Liar,6,90
Released,SeX. MurdEr. MyStery. Welcome to the party.,Kiss Kiss Bang Bang,7.2,886
Released,The touching story of a boy and his right hand.,Idle Hands,6.1,182
Released,An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.,Mulholland Drive,7.6,1477
Released,The hunt never tasted so sweet.,Blood and Chocolate,5.4,87
Released,,You Will Meet a Tall Dark Stranger,5.8,251
Released,These students have everything they need. Except time.,Never Let Me Go,6.8,737
Released,,The Company,7,12
Released,You can't escape your lies.,Transsiberian,6.5,195
Released,"At The Dawn Of Mankind, A Woman Led The Way.",The Clan of the Cave Bear,4.8,27
Released,,Crazy in Alabama,6.5,12
Released,Let the games begin...,Funny Games,6.3,545
Released,Hide your thoughts.,Listening,5.5,31
Released,,Felicia's Journey,6.6,23
Released,Protect. Love. Honor. Avenge.,Things to Do in Denver When You're Dead,6.7,85
